Transaction_ID,Transaction_Date,Product_ID,Product_Name,Category,Sub_Category,Product_Type,Region,Quantity_Sold,Unit_Price,Discount,Cost_per_Unit,Total_Sales,Profit,Inventory_Stock,Inventory_Days,Seasonality_Tag,Store_ID
T00397,2024-11-07,P9600,Key Accessories,Electronics,Accessories,Budget,East,4,100.15,18.21,55.91,327.76,104.12,57,138,Spring,S894
T00398,2024-06-28,P2292,Million Laptops,Electronics,Laptops,Standard,East,2,463.59,12.8,234.99,901.58,431.6,52,121,Autumn,S257
T00399,2025-04-15,P6748,Treat Appliances,Home,Appliances,Standard,South,3,366.53,60.43,259.86,918.3,138.72,85,138,Autumn,S593
T00400,2024-12-24,P2622,Series Laptops,Electronics,Laptops,Budget,West,1,441.77,43.46,280.14,398.31,118.17,35,124,Spring,S472
T00401,2024-06-05,P8618,Report Decor,Home,Decor,Budget,North,4,95.22,8.43,53.21,347.16,134.32,13,83,Winter,S289
T00402,2025-01-31,P8228,Civil Smartphones,Electronics,Smartphones,Premium,South,5,261.89,30.36,143.4,1157.65,440.65,80,79,Autumn,S333
T00403,2025-03-15,P3367,Head Outdoor,Sports,Outdoor,Standard,East,3,85.87,8.58,63.1,231.87,42.57,82,133,Spring,S164
T00404,2024-10-11,P4341,Also Team Sports,Sports,Team Sports,Premium,East,7,392.99,51.96,251.06,2387.21,629.79,35,3,Summer,S866
T00405,2024-12-28,P5771,Man Appliances,Home,Appliances,Standard,North,1,480.46,36.72,282.29,443.74,161.45,87,4,Autumn,S789
T00406,2024-10-02,P4104,Low Team Sports,Sports,Team Sports,Standard,South,3,204.79,4.02,154.42,602.31,139.05,2,39,Summer,S226
T00407,2024-05-23,P5647,Blood Team Sports,Sports,Team Sports,Premium,West,9,17.44,0.65,11.36,151.11,48.87,77,170,Winter,S257
T00408,2024-11-03,P9910,Star Appliances,Home,Appliances,Budget,North,10,226.37,4.71,143.19,2216.6,784.7,68,117,Winter,S679
T00409,2024-07-02,P6719,Again Furniture,Home,Furniture,Standard,East,6,306.74,47.89,154.82,1553.1,624.18,71,179,Autumn,S987
T00410,2024-05-17,P4873,Piece Outdoor,Sports,Outdoor,Standard,South,2,242.0,23.03,135.88,437.94,166.18,52,142,Summer,S684
T00411,2024-12-30,P2396,Cause Laptops,Electronics,Laptops,Budget,East,3,290.8,10.08,200.23,842.16,241.47,78,40,Summer,S110
T00412,2025-01-04,P9607,Game Outdoor,Sports,Outdoor,Standard,East,4,311.35,22.52,176.89,1155.32,447.76,85,118,Autumn,S885
T00413,2024-06-14,P7043,Scene Decor,Home,Decor,Standard,North,6,293.83,27.2,169.36,1599.78,583.62,66,55,Winter,S775
T00414,2024-12-04,P9833,Range Team Sports,Sports,Team Sports,Premium,East,4,192.51,4.99,152.51,750.08,140.04,58,56,Autumn,S402
T00415,2024-09-16,P9370,Day Smartphones,Electronics,Smartphones,Budget,South,6,473.69,55.62,362.81,2508.42,331.56,44,55,Winter,S555
T00416,2024-09-30,P8083,Step Laptops,Electronics,Laptops,Budget,West,4,91.12,10.97,70.14,320.6,40.04,11,159,Winter,S363
T00417,2025-03-02,P2655,Star Accessories,Electronics,Accessories,Budget,North,5,443.86,76.3,313.19,1837.8,271.85,21,137,Spring,S762
T00418,2024-11-11,P5176,Bring Laptops,Electronics,Laptops,Standard,West,5,186.13,12.12,103.18,870.05,354.15,52,73,Winter,S839
T00419,2025-04-12,P6048,As Women,Clothing,Women,Standard,West,1,114.18,0.73,73.8,113.45,39.65,38,99,Winter,S519
T00420,2024-12-27,P6492,School Accessories,Electronics,Accessories,Premium,East,3,226.43,18.07,118.31,625.08,270.15,16,13,Summer,S738
T00421,2024-11-02,P4809,Possible Laptops,Electronics,Laptops,Budget,North,1,135.5,13.25,72.15,122.25,50.1,58,75,Winter,S598
T00422,2025-01-05,P9852,World Accessories,Electronics,Accessories,Standard,West,8,345.72,24.22,176.97,2572.0,1156.24,96,76,Autumn,S387
T00423,2024-09-13,P9616,Rather Men,Clothing,Men,Budget,East,1,143.88,27.05,97.7,116.83,19.13,82,1,Winter,S304
T00424,2024-06-22,P4613,Rest Appliances,Home,Appliances,Premium,West,9,24.15,2.4,12.16,195.75,86.31,70,104,Winter,S720
T00425,2025-02-06,P5024,Pretty Women,Clothing,Women,Budget,East,8,94.93,11.9,51.42,664.24,252.88,98,75,Summer,S376
T00426,2024-08-28,P5424,Story Smartphones,Electronics,Smartphones,Standard,South,8,285.08,22.43,165.76,2101.2,775.12,30,17,Winter,S812
T00427,2025-03-30,P8880,Care Outdoor,Sports,Outdoor,Premium,North,10,428.49,4.38,261.3,4241.1,1628.1,72,23,Winter,S766
T00428,2025-04-24,P2975,Impact Accessories,Electronics,Accessories,Standard,South,5,197.71,2.05,143.06,978.3,263.0,77,107,Summer,S528
T00429,2025-03-11,P7899,Finally Men,Clothing,Men,Budget,West,4,226.01,3.55,136.08,889.84,345.52,79,153,Autumn,S990
T00430,2025-04-26,P6746,Skill Men,Clothing,Men,Budget,South,7,79.6,12.37,39.84,470.61,191.73,40,76,Winter,S456
T00431,2025-04-08,P5892,Responsibility Appliances,Home,Appliances,Premium,West,1,267.45,52.94,172.89,214.51,41.62,60,146,Autumn,S884
T00432,2025-03-15,P3293,Campaign Women,Clothing,Women,Standard,South,2,329.11,32.11,235.03,594.0,123.94,98,7,Summer,S668
T00433,2024-11-22,P3754,Traditional Fitness,Sports,Fitness,Budget,West,7,74.05,11.97,56.9,434.56,36.26,57,145,Autumn,S857
T00434,2025-03-06,P7747,Current Appliances,Home,Appliances,Premium,South,7,175.57,24.79,102.17,1055.46,340.27,43,164,Winter,S603
T00435,2024-05-19,P8911,Station Smartphones,Electronics,Smartphones,Premium,North,2,224.27,23.17,136.2,402.2,129.8,63,22,Winter,S724
T00436,2024-10-04,P3487,Light Accessories,Electronics,Accessories,Budget,East,5,402.05,70.8,241.43,1656.25,449.1,68,159,Spring,S964
T00437,2024-09-26,P7560,Something Fitness,Sports,Fitness,Standard,West,7,248.16,12.87,192.24,1647.03,301.35,59,50,Autumn,S964
T00438,2024-07-17,P1288,Lose Outdoor,Sports,Outdoor,Budget,South,1,130.25,13.5,74.78,116.75,41.97,29,177,Winter,S995
T00439,2024-09-20,P2261,Strategy Fitness,Sports,Fitness,Budget,East,3,460.78,2.43,348.45,1375.05,329.7,16,33,Summer,S909
T00440,2025-01-05,P1425,Bag Outdoor,Sports,Outdoor,Budget,West,1,36.21,0.33,27.37,35.88,8.51,14,129,Summer,S647
T00441,2024-05-22,P7657,Week Laptops,Electronics,Laptops,Budget,South,8,429.97,27.47,331.72,3220.0,566.24,56,97,Winter,S314
T00442,2025-05-02,P9107,Among Laptops,Electronics,Laptops,Premium,South,4,466.03,2.61,234.59,1853.68,915.32,26,178,Winter,S835
T00443,2024-11-09,P6281,Especially Accessories,Electronics,Accessories,Budget,East,9,32.37,4.92,16.73,247.05,96.48,33,146,Spring,S291
T00444,2025-04-19,P4039,Agreement Furniture,Home,Furniture,Standard,East,1,249.19,15.24,198.77,233.95,35.18,95,110,Summer,S940
T00445,2024-11-22,P9857,Reflect Furniture,Home,Furniture,Standard,East,9,213.49,18.52,164.31,1754.73,275.94,86,174,Spring,S769
T00446,2024-12-12,P8464,Owner Laptops,Electronics,Laptops,Standard,West,9,132.94,8.67,86.9,1118.43,336.33,41,160,Winter,S921
T00447,2025-04-10,P9897,Direction Team Sports,Sports,Team Sports,Premium,West,5,495.53,10.11,351.63,2427.1,668.95,67,61,Winter,S762
T00448,2024-08-02,P2799,Better Furniture,Home,Furniture,Premium,North,8,293.8,9.86,232.22,2271.52,413.76,82,140,Autumn,S148
T00449,2025-03-02,P6038,Ten Men,Clothing,Men,Budget,East,8,482.42,79.07,271.18,3226.8,1057.36,93,5,Spring,S164
T00450,2025-04-13,P4503,Visit Decor,Home,Decor,Budget,North,1,26.93,0.56,14.47,26.37,11.9,96,15,Winter,S908
T00451,2025-01-03,P9346,State Furniture,Home,Furniture,Standard,West,9,274.36,34.86,188.69,2155.5,457.29,55,27,Autumn,S561
T00452,2024-11-16,P4221,Say Kids,Clothing,Kids,Budget,South,2,453.83,20.82,259.76,866.02,346.5,62,172,Autumn,S648
T00453,2024-11-24,P7976,Kitchen Furniture,Home,Furniture,Premium,West,8,265.87,48.04,196.91,1742.64,167.36,63,32,Winter,S874
T00454,2024-11-17,P3059,Focus Kids,Clothing,Kids,Premium,West,2,426.98,72.51,244.02,708.94,220.9,66,169,Spring,S836
T00455,2024-06-18,P4861,Child Laptops,Electronics,Laptops,Budget,West,4,477.06,90.17,296.18,1547.56,362.84,40,69,Winter,S535
T00456,2024-10-17,P8854,Wait Smartphones,Electronics,Smartphones,Standard,North,1,444.3,8.13,331.82,436.17,104.35,30,146,Winter,S731
T00457,2024-12-10,P6331,Knowledge Team Sports,Sports,Team Sports,Budget,North,8,344.94,55.34,265.33,2316.8,194.16,1,139,Summer,S471
T00458,2025-04-28,P6313,Become Furniture,Home,Furniture,Standard,North,10,382.0,45.75,223.92,3362.5,1123.3,87,120,Winter,S568
T00459,2025-05-03,P8368,Book Women,Clothing,Women,Premium,East,6,129.27,20.28,101.37,653.94,45.72,63,78,Winter,S970
T00460,2024-10-13,P2360,At Men,Clothing,Men,Budget,East,9,421.13,23.55,240.92,3578.22,1409.94,78,164,Winter,S638
T00461,2024-06-12,P2381,Just Fitness,Sports,Fitness,Standard,North,2,157.71,15.57,112.91,284.28,58.46,26,90,Winter,S391
T00462,2025-03-01,P7747,Clearly Fitness,Sports,Fitness,Standard,South,3,272.95,10.09,196.38,788.58,199.44,51,55,Summer,S127
T00463,2025-02-14,P6728,Allow Team Sports,Sports,Team Sports,Budget,North,9,35.52,4.11,26.85,282.69,41.04,66,69,Autumn,S178
T00464,2025-03-08,P7869,Likely Decor,Home,Decor,Standard,West,1,66.89,3.74,45.53,63.15,17.62,32,38,Winter,S598
T00465,2024-10-19,P3252,Rich Outdoor,Sports,Outdoor,Budget,South,4,389.92,44.14,293.17,1383.12,210.44,42,73,Autumn,S628
T00466,2024-10-13,P3819,All Laptops,Electronics,Laptops,Standard,East,7,170.02,14.56,87.22,1088.22,477.68,80,17,Winter,S294
T00467,2024-11-13,P5460,Wide Furniture,Home,Furniture,Standard,West,4,430.87,73.64,216.91,1428.92,561.28,41,93,Summer,S329
T00468,2025-04-05,P8799,Garden Men,Clothing,Men,Standard,South,7,259.06,41.11,180.65,1525.65,261.1,30,75,Summer,S784
T00469,2025-02-09,P2207,Entire Women,Clothing,Women,Standard,East,6,473.01,32.8,321.13,2641.26,714.48,5,135,Summer,S591
T00470,2024-06-04,P1011,He Men,Clothing,Men,Standard,West,2,479.31,52.52,250.88,853.58,351.82,9,142,Autumn,S464
T00471,2024-06-01,P5853,Campaign Fitness,Sports,Fitness,Premium,North,5,267.53,29.02,158.31,1192.55,401.0,24,175,Autumn,S710
T00472,2024-09-21,P3087,Role Smartphones,Electronics,Smartphones,Premium,South,10,186.99,26.45,119.69,1605.4,408.5,49,53,Autumn,S893
T00473,2024-05-16,P6663,Hair Decor,Home,Decor,Budget,North,6,254.88,8.45,149.85,1478.58,579.48,61,174,Autumn,S489
T00474,2024-09-17,P5373,Could Team Sports,Sports,Team Sports,Standard,North,5,113.45,13.18,57.63,501.35,213.2,11,163,Autumn,S335
T00475,2024-05-08,P8764,Then Appliances,Home,Appliances,Premium,South,9,364.26,0.7,224.73,3272.04,1249.47,48,169,Autumn,S956
T00476,2024-08-02,P6867,Tell Smartphones,Electronics,Smartphones,Premium,South,6,319.36,36.22,245.25,1698.84,227.34,44,88,Summer,S165
T00477,2024-09-24,P9181,Avoid Decor,Home,Decor,Premium,East,3,65.55,4.1,47.68,184.35,41.31,86,37,Winter,S999
T00478,2024-12-22,P9183,Walk Kids,Clothing,Kids,Budget,West,4,214.9,6.41,171.43,833.96,148.24,3,29,Autumn,S189
T00479,2024-06-29,P7832,Despite Furniture,Home,Furniture,Premium,West,1,71.12,12.66,38.63,58.46,19.83,89,28,Autumn,S660
T00480,2024-05-06,P6790,Democratic Decor,Home,Decor,Premium,South,9,232.48,9.15,171.27,2009.97,468.54,52,54,Summer,S636
T00481,2025-01-15,P8854,Report Decor,Home,Decor,Standard,West,10,235.62,10.18,123.01,2254.4,1024.3,24,147,Winter,S103
T00482,2025-02-13,P7533,Writer Fitness,Sports,Fitness,Standard,South,1,108.04,21.59,64.33,86.45,22.12,45,117,Autumn,S648
T00483,2025-04-19,P3568,Candidate Accessories,Electronics,Accessories,Premium,West,3,335.07,40.7,169.13,883.11,375.72,10,143,Winter,S128
T00484,2025-02-19,P9273,Account Men,Clothing,Men,Budget,South,9,443.06,86.21,347.78,3211.65,81.63,69,135,Spring,S172
T00485,2024-08-26,P2545,Home Outdoor,Sports,Outdoor,Standard,South,6,171.18,25.53,125.32,873.9,121.98,54,116,Autumn,S513
T00486,2025-01-27,P4394,Ago Appliances,Home,Appliances,Standard,North,7,160.97,24.69,99.5,953.96,257.46,4,15,Autumn,S673
T00487,2025-05-02,P7273,Point Fitness,Sports,Fitness,Budget,East,10,99.54,9.25,56.41,902.9,338.8,100,155,Spring,S300
T00488,2024-08-03,P4579,Town Decor,Home,Decor,Premium,West,7,404.09,32.12,280.11,2603.79,643.02,17,148,Autumn,S466
T00489,2024-06-29,P6265,Culture Women,Clothing,Women,Budget,South,5,451.52,72.73,260.76,1893.95,590.15,25,119,Winter,S682
T00490,2024-10-28,P3231,Budget Outdoor,Sports,Outdoor,Premium,East,9,112.28,9.76,74.11,922.68,255.69,93,61,Spring,S327
T00491,2024-11-06,P3637,Guy Laptops,Electronics,Laptops,Budget,South,6,31.89,1.36,22.18,183.18,50.1,78,42,Autumn,S591
T00492,2025-02-03,P2882,Evening Decor,Home,Decor,Premium,South,4,259.04,14.28,187.72,979.04,228.16,61,37,Spring,S393
T00493,2024-06-24,P5963,Ahead Laptops,Electronics,Laptops,Standard,North,9,21.91,3.75,16.83,163.44,11.97,24,70,Spring,S139
T00494,2024-07-24,P2337,High Laptops,Electronics,Laptops,Budget,East,10,276.09,6.97,179.64,2691.2,894.8,97,159,Spring,S999
T00495,2024-09-12,P8040,Material Decor,Home,Decor,Budget,East,8,61.39,6.61,39.76,438.24,120.16,72,145,Winter,S763
T00496,2024-08-26,P3937,Fine Men,Clothing,Men,Budget,West,8,424.17,8.43,250.47,3325.92,1322.16,92,73,Winter,S717
T00497,2025-05-03,P5566,Unit Laptops,Electronics,Laptops,Budget,South,1,367.59,4.71,194.7,362.88,168.18,5,24,Autumn,S286
T00498,2024-12-05,P7451,Provide Kids,Clothing,Kids,Standard,South,9,468.06,37.59,263.63,3874.23,1501.56,10,92,Spring,S586
T00499,2024-09-08,P9191,Create Laptops,Electronics,Laptops,Standard,East,10,420.64,78.3,309.97,3423.4,323.7,89,177,Summer,S849
T00500,2024-12-21,P7254,Be Furniture,Home,Furniture,Standard,West,7,222.06,12.3,123.22,1468.32,605.78,61,10,Autumn,S525
T00501,2024-06-13,P7414,None Accessories,Electronics,Accessories,Standard,West,2,358.74,64.35,206.75,588.78,175.28,52,165,Autumn,S887
T00502,2024-12-16,P3332,Foot Laptops,Electronics,Laptops,Premium,South,1,178.33,23.66,139.55,154.67,15.12,0,17,Summer,S776
T00503,2024-07-04,P6326,However Accessories,Electronics,Accessories,Standard,North,10,229.11,19.9,151.53,2092.1,576.8,62,158,Summer,S560
T00504,2025-04-18,P8423,Choice Smartphones,Electronics,Smartphones,Premium,South,6,45.96,7.75,24.95,229.26,79.56,98,131,Winter,S212
T00505,2024-06-22,P3901,Summer Appliances,Home,Appliances,Standard,North,3,299.36,55.72,238.79,730.92,14.55,36,80,Autumn,S769
T00506,2024-07-30,P6728,Four Appliances,Home,Appliances,Standard,North,9,179.27,8.47,106.36,1537.2,579.96,74,158,Autumn,S530
T00507,2024-11-18,P5525,Eight Accessories,Electronics,Accessories,Premium,East,2,472.37,62.73,353.6,819.28,112.08,75,155,Spring,S604
T00508,2024-08-04,P3004,Somebody Accessories,Electronics,Accessories,Budget,East,5,183.84,21.33,130.91,812.55,158.0,26,105,Summer,S990
T00509,2024-07-15,P3102,Film Smartphones,Electronics,Smartphones,Premium,South,4,14.25,0.28,10.09,55.88,15.52,33,101,Autumn,S398
T00510,2024-09-26,P6548,Kind Decor,Home,Decor,Budget,West,9,141.81,2.79,75.11,1251.18,575.19,15,15,Winter,S961
T00511,2025-01-17,P9839,Any Fitness,Sports,Fitness,Standard,West,4,186.73,28.45,115.3,633.12,171.92,65,172,Autumn,S862
T00512,2025-04-04,P2740,Cause Fitness,Sports,Fitness,Budget,North,9,479.8,55.73,318.51,3816.63,950.04,61,93,Spring,S817
T00513,2024-12-24,P7837,Against Women,Clothing,Women,Standard,North,4,494.91,76.59,366.87,1673.28,205.8,12,119,Spring,S642
T00514,2024-10-04,P7382,Bank Appliances,Home,Appliances,Premium,South,10,277.6,18.18,190.62,2594.2,688.0,28,13,Summer,S694
T00515,2025-02-01,P9399,Baby Furniture,Home,Furniture,Standard,North,4,102.1,13.03,66.49,356.28,90.32,91,160,Summer,S552
T00516,2024-06-25,P9306,Kitchen Furniture,Home,Furniture,Premium,East,10,269.07,43.37,207.82,2257.0,178.8,70,106,Winter,S624
T00517,2024-08-29,P4339,Oil Furniture,Home,Furniture,Budget,North,4,42.39,4.13,21.63,153.04,66.52,7,90,Autumn,S441
T00518,2024-10-13,P9197,Sit Accessories,Electronics,Accessories,Standard,North,2,356.01,21.52,193.83,668.98,281.32,18,139,Spring,S106
T00519,2025-04-29,P7778,Change Team Sports,Sports,Team Sports,Budget,North,3,151.91,1.12,95.71,452.37,165.24,30,21,Autumn,S245
T00520,2024-12-20,P8709,Knowledge Appliances,Home,Appliances,Budget,West,9,436.48,18.88,327.77,3758.4,808.47,20,61,Spring,S132
T00521,2024-08-28,P5344,Public Decor,Home,Decor,Premium,South,1,191.33,27.94,113.79,163.39,49.6,82,117,Winter,S518
T00522,2024-09-19,P8070,Become Fitness,Sports,Fitness,Budget,West,1,159.62,22.31,118.2,137.31,19.11,47,1,Summer,S569
T00523,2024-08-09,P3974,Light Accessories,Electronics,Accessories,Budget,East,1,485.91,90.52,328.24,395.39,67.15,50,139,Summer,S618
T00524,2025-01-05,P6999,Hope Outdoor,Sports,Outdoor,Premium,South,10,321.82,9.63,219.89,3121.9,923.0,74,165,Spring,S754
T00525,2025-01-07,P7200,Newspaper Women,Clothing,Women,Budget,South,6,23.97,1.35,12.57,135.72,60.3,47,139,Summer,S531
T00526,2024-05-27,P6883,However Furniture,Home,Furniture,Standard,East,4,107.64,11.08,59.42,386.24,148.56,93,11,Autumn,S975
T00527,2024-10-10,P5427,Across Kids,Clothing,Kids,Budget,East,4,485.18,92.78,314.3,1569.6,312.4,6,51,Spring,S882
T00528,2024-10-14,P2892,Should Team Sports,Sports,Team Sports,Premium,West,5,463.3,1.42,244.98,2309.4,1084.5,38,158,Autumn,S710
T00529,2025-04-20,P9523,Full Women,Clothing,Women,Standard,North,8,262.5,43.88,146.07,1748.96,580.4,6,138,Autumn,S190
T00530,2024-10-23,P3893,Democrat Laptops,Electronics,Laptops,Premium,West,5,179.29,34.99,99.09,721.5,226.05,95,30,Winter,S373
T00531,2024-09-26,P5407,Finally Laptops,Electronics,Laptops,Premium,North,8,286.31,46.42,224.05,1919.12,126.72,24,42,Winter,S509
T00532,2024-11-03,P6654,Benefit Laptops,Electronics,Laptops,Budget,North,6,357.51,42.92,192.63,1887.54,731.76,78,89,Autumn,S567
T00533,2024-07-16,P1011,Style Team Sports,Sports,Team Sports,Premium,East,2,52.48,8.38,29.14,88.2,29.92,2,103,Winter,S833
T00534,2024-06-16,P2325,Factor Women,Clothing,Women,Standard,West,6,409.13,2.46,281.89,2440.02,748.68,14,170,Summer,S465
T00535,2024-06-17,P8603,Open Fitness,Sports,Fitness,Premium,West,8,61.41,7.23,47.38,433.44,54.4,54,102,Winter,S602
T00536,2024-12-26,P4315,Rise Smartphones,Electronics,Smartphones,Standard,South,3,404.66,18.82,222.0,1157.52,491.52,44,22,Spring,S597
T00537,2024-07-03,P6077,Stuff Decor,Home,Decor,Standard,North,1,70.33,4.14,39.43,66.19,26.76,91,71,Summer,S183
T00538,2025-02-01,P3766,Like Smartphones,Electronics,Smartphones,Budget,North,10,94.18,5.44,73.54,887.4,152.0,24,118,Autumn,S290
T00539,2025-04-30,P1100,Inside Team Sports,Sports,Team Sports,Standard,East,4,391.88,8.0,216.32,1535.52,670.24,85,34,Winter,S711
T00540,2024-07-15,P7625,Special Kids,Clothing,Kids,Standard,South,9,165.07,13.69,90.31,1362.42,549.63,57,128,Winter,S360
T00541,2024-10-15,P6659,Lay Outdoor,Sports,Outdoor,Premium,West,9,271.64,48.71,143.31,2006.37,716.58,99,29,Spring,S106
T00542,2024-07-11,P1276,End Fitness,Sports,Fitness,Premium,South,8,51.97,6.61,34.1,362.88,90.08,24,38,Winter,S389
T00543,2024-10-28,P4057,Grow Appliances,Home,Appliances,Budget,North,4,29.82,3.04,15.74,107.12,44.16,18,148,Spring,S346
T00544,2025-05-03,P9518,Necessary Men,Clothing,Men,Premium,East,1,193.62,10.29,143.27,183.33,40.06,49,142,Spring,S860
T00545,2024-06-29,P7328,Hear Fitness,Sports,Fitness,Standard,West,1,440.48,20.64,334.61,419.84,85.23,17,158,Spring,S779
T00546,2024-10-31,P4876,Program Team Sports,Sports,Team Sports,Premium,West,6,179.75,3.81,116.5,1055.64,356.64,25,13,Winter,S843
T00547,2025-01-07,P7080,Before Outdoor,Sports,Outdoor,Standard,North,8,97.74,7.06,76.62,725.44,112.48,9,177,Spring,S894
T00548,2024-11-08,P2239,Someone Accessories,Electronics,Accessories,Standard,South,1,350.73,23.9,248.37,326.83,78.46,11,8,Autumn,S421
T00549,2024-07-23,P2570,Financial Fitness,Sports,Fitness,Budget,North,5,494.35,49.68,291.98,2223.35,763.45,13,72,Spring,S840
T00550,2024-05-05,P1992,Then Women,Clothing,Women,Standard,South,8,146.22,8.35,109.64,1102.96,225.84,90,112,Spring,S467
T00551,2025-01-31,P2462,List Kids,Clothing,Kids,Standard,South,4,391.42,17.14,273.0,1497.12,405.12,78,16,Summer,S611
T00552,2024-12-31,P8687,Maintain Smartphones,Electronics,Smartphones,Premium,West,10,411.51,31.72,230.81,3797.9,1489.8,24,159,Autumn,S410
T00553,2024-05-08,P6461,Discover Decor,Home,Decor,Budget,South,4,246.97,21.92,133.99,900.2,364.24,7,166,Summer,S978
T00554,2024-08-28,P6469,Building Men,Clothing,Men,Budget,West,10,130.65,10.67,99.35,1199.8,206.3,0,93,Autumn,S604
T00555,2025-02-27,P3823,Professional Furniture,Home,Furniture,Premium,North,4,253.45,9.4,139.55,976.2,418.0,38,109,Summer,S921
T00556,2024-08-29,P1835,Offer Smartphones,Electronics,Smartphones,Premium,East,3,418.73,70.25,314.36,1045.44,102.36,34,146,Winter,S330
T00557,2024-12-27,P8383,Clearly Smartphones,Electronics,Smartphones,Budget,West,4,64.83,8.56,40.77,225.08,62.0,97,16,Winter,S188
T00558,2024-10-16,P1606,Seat Kids,Clothing,Kids,Standard,South,6,227.31,20.64,174.76,1240.02,191.46,65,150,Spring,S169
T00559,2025-02-20,P9168,Market Smartphones,Electronics,Smartphones,Premium,East,1,441.83,1.65,290.56,440.18,149.62,35,64,Winter,S168
T00560,2024-06-09,P6189,Resource Outdoor,Sports,Outdoor,Standard,East,4,152.32,1.91,101.84,601.64,194.28,26,55,Summer,S700
T00561,2024-11-14,P1507,Soon Furniture,Home,Furniture,Budget,North,3,101.02,4.76,69.6,288.78,79.98,56,112,Autumn,S412
T00562,2024-08-03,P1921,Of Furniture,Home,Furniture,Standard,West,5,246.96,46.01,187.9,1004.75,65.25,87,73,Autumn,S904
T00563,2025-02-24,P9295,Into Women,Clothing,Women,Budget,South,9,284.35,24.95,185.24,2334.6,667.44,71,33,Spring,S723
T00564,2024-08-21,P2983,Project Decor,Home,Decor,Premium,West,8,225.49,32.8,162.26,1541.52,243.44,44,40,Winter,S761
T00565,2024-05-13,P2959,Camera Fitness,Sports,Fitness,Premium,West,4,250.58,7.51,150.77,972.28,369.2,89,111,Winter,S443
T00566,2024-08-17,P2465,Use Kids,Clothing,Kids,Premium,East,8,126.01,19.88,86.46,849.04,157.36,4,158,Winter,S691
T00567,2025-01-19,P3682,Amount Team Sports,Sports,Team Sports,Budget,East,2,266.85,9.7,134.44,514.3,245.42,26,101,Autumn,S566
T00568,2024-05-05,P2079,Establish Laptops,Electronics,Laptops,Budget,South,7,173.96,33.02,124.15,986.58,117.53,3,48,Winter,S324
T00569,2024-10-06,P5903,Never Smartphones,Electronics,Smartphones,Standard,East,8,442.62,3.16,303.55,3515.68,1087.28,82,71,Spring,S300
T00570,2025-04-15,P5273,Party Accessories,Electronics,Accessories,Standard,East,8,60.83,5.39,45.14,443.52,82.4,0,12,Autumn,S909
T00571,2025-02-04,P4324,Individual Smartphones,Electronics,Smartphones,Premium,East,4,317.94,37.18,251.57,1123.04,116.76,16,82,Summer,S456
T00572,2024-10-24,P9708,Blue Decor,Home,Decor,Budget,North,2,83.71,10.74,52.14,145.94,41.66,85,6,Autumn,S488
T00573,2025-02-18,P8443,Entire Furniture,Home,Furniture,Budget,South,5,439.8,32.93,341.76,2034.35,325.55,26,40,Autumn,S442
T00574,2024-09-19,P2243,Federal Accessories,Electronics,Accessories,Premium,North,5,451.44,67.75,339.82,1918.45,219.35,36,156,Autumn,S565
T00575,2025-04-08,P4660,Someone Laptops,Electronics,Laptops,Standard,South,8,159.48,27.03,85.26,1059.6,377.52,97,57,Winter,S611
T00576,2025-01-21,P4789,When Kids,Clothing,Kids,Budget,West,1,454.05,44.6,291.57,409.45,117.88,98,17,Spring,S153
T00577,2024-07-20,P2342,Physical Accessories,Electronics,Accessories,Budget,West,3,63.91,2.23,47.3,185.04,43.14,6,127,Summer,S400
T00578,2024-06-07,P1002,Also Appliances,Home,Appliances,Budget,East,6,126.63,16.45,72.43,661.08,226.5,88,113,Summer,S218
T00579,2024-06-01,P2891,Structure Outdoor,Sports,Outdoor,Standard,East,9,161.15,20.04,90.73,1269.99,453.42,94,172,Autumn,S346
T00580,2024-08-14,P1228,Focus Team Sports,Sports,Team Sports,Premium,North,7,77.31,5.01,58.93,506.1,93.59,35,114,Autumn,S902
T00581,2024-11-28,P4960,Grow Laptops,Electronics,Laptops,Budget,South,9,225.13,9.28,152.32,1942.65,571.77,17,41,Winter,S750
T00582,2024-06-19,P2895,Next Outdoor,Sports,Outdoor,Premium,North,2,394.31,67.96,259.84,652.7,133.02,22,131,Summer,S604
T00583,2025-04-03,P4247,Enjoy Accessories,Electronics,Accessories,Premium,East,7,211.61,17.24,144.39,1360.59,349.86,24,92,Winter,S382
T00584,2025-04-15,P1937,Wife Smartphones,Electronics,Smartphones,Standard,West,10,11.75,0.86,7.84,108.9,30.5,47,22,Summer,S291
T00585,2025-02-24,P7779,Common Women,Clothing,Women,Standard,West,6,146.32,27.28,97.28,714.24,130.56,19,101,Summer,S792
T00586,2024-05-31,P4018,Join Men,Clothing,Men,Standard,North,3,93.6,11.2,62.82,247.2,58.74,77,169,Winter,S322
T00587,2025-04-04,P6422,Figure Appliances,Home,Appliances,Standard,South,4,154.92,25.93,115.45,515.96,54.16,36,48,Autumn,S689
T00588,2024-08-22,P1220,Nature Men,Clothing,Men,Budget,East,6,84.23,1.98,45.32,493.5,221.58,83,5,Autumn,S164
T00589,2024-06-26,P6612,Painting Men,Clothing,Men,Budget,South,7,319.08,9.43,185.64,2167.55,868.07,67,114,Summer,S883
T00590,2024-11-24,P6841,Product Women,Clothing,Women,Premium,East,4,142.72,6.26,71.44,545.84,260.08,30,29,Autumn,S402
